,Name,Score,Raw,,
141,steph12581,"{'english': 0.621687023966582, 'universal': 0.6945161422354588}",{'english': 0.621687023966582, 0.621687023966582,0.621687024
142,IceBergMN1,"{'english': 0.3342309004634953, 'universal': 0.49449072748283696}",{'english': 0.334230900463495, 0.334230900463495,0.3342309
143,TV48984106,"{'english': 0.5027122940873614, 'universal': 0.4658392474232361}",{'english': 0.502712294087361, 0.502712294087361,0.502712294
144,PatriotFromMN,"{'english': 0.4197222421546159, 'universal': 0.4658392474232361}",{'english': 0.419722242154615, 0.419722242154615,0.419722242
145,patchesopool,"{'english': 0.0, 'universal': 0.43650814830094437}","{'english': 0.0, 'universal':"," 0.0, 'universal':"," 0.0, 'universal':"
146,lynndiane33,"{'english': 0.7287106185584935, 'universal': 0.6415870166679795}",{'english': 0.728710618558493, 0.728710618558493,0.728710619
147,Name202Nick,"{'english': 0.7970609972920484, 'universal': 0.7733457112766196}",{'english': 0.797060997292048, 0.797060997292048,0.797060997
148,teresejacobson,"{'english': 0.3342309004634953, 'universal': 0.3469210182245441}",{'english': 0.334230900463495, 0.334230900463495,0.3342309
149,topherg33,"{'english': 0.22631829961109876, 'universal': 0.28846389695411967}",{'english': 0.226318299611098, 0.226318299611098,0.2263183
150,DaleJust2,"{'english': 0.2787259978325127, 'universal': 0.37678996390568303}",{'english': 0.278725997832512, 0.278725997832512,0.278725998
151,SkArYhRs,"{'english': 0.6004883262510591, 'universal': 0.4658392474232361}",{'english': 0.600488326251059, 0.600488326251059,0.600488326
152,BernieK57981249,"{'english': 0.7717813288270262, 'universal': 0.7897432630001835}",{'english': 0.771781328827026, 0.771781328827026,0.771781329
153,1976Firestorm,"{'english': 0.7826357858330618, 'universal': 0.792436790569533}",{'english': 0.782635785833061, 0.782635785833061,0.782635786
154,realjoewms,"{'english': 0.6414184221423734, 'universal': 0.5488888157824968}",{'english': 0.641418422142373, 0.641418422142373,0.641418422
155,TerryBaumann7,"{'english': 0.7176911080698488, 'universal': 0.7674214324358889}",{'english': 0.717691108069848, 0.717691108069848,0.717691108
156,Juliafinchhobbs,"{'english': 0.7546218700467833, 'universal': 0.7733457112766196}",{'english': 0.754621870046783, 0.754621870046783,0.75462187
157,delecto4pierre,"{'english': 0.5539725719744064, 'universal': 0.6207049850511144}",{'english': 0.553972571974406, 0.553972571974406,0.553972572
158,WalzSucks,"{'english': 0.30618807248975083, 'universal': 0.28846389695411967}",{'english': 0.306188072489750, 0.306188072489750,0.306188072
159,derekwonders,"{'english': 0.36264564124632276, 'universal': 0.40673978557586005}",{'english': 0.362645641246322, 0.362645641246322,0.362645641
160,bk6533,"{'english': 0.5288664776112156, 'universal': 0.5488888157824968}",{'english': 0.528866477611215, 0.528866477611215,0.528866478
161,cacandgreco,"{'english': 0.4756769663222349, 'universal': 0.5222398722127631}",{'english': 0.475676966322234, 0.475676966322234,0.475676966
162,Bible__Guy,"{'english': 0.7920317685697057, 'universal': 0.7966241294741505}",{'english': 0.792031768569705, 0.792031768569705,0.792031769
163,rider_stealth,"{'english': 0.7968599400514179, 'universal': 0.8057684213303521}",{'english': 0.796859940051417, 0.796859940051417,0.79685994
164,Michele_Tafoya,"{'english': 0.5027122940873614, 'universal': 0.7784494983408411}",{'english': 0.502712294087361, 0.502712294087361,0.502712294
165,UnacceptableEC,"{'english': 0.7176911080698488, 'universal': 0.7947108099739177}",{'english': 0.717691108069848, 0.717691108069848,0.717691108
166,groover1975,"{'english': 0.36264564124632276, 'universal': 0.3469210182245441}",{'english': 0.362645641246322, 0.362645641246322,0.362645641
167,brad35962868,"{'english': 0.3912159239072283, 'universal': 0.5222398722127631}",{'english': 0.391215923907228, 0.391215923907228,0.391215924
168,KliberLisa,"{'english': 0.7998362042473794, 'universal': 0.8052176344738626}",{'english': 0.799836204247379, 0.799836204247379,0.799836204
169,Shamrock270,"{'english': 0.7874002196908744, 'universal': 0.40673978557586005}",{'english': 0.787400219690874, 0.787400219690874,0.78740022
170,GooOutdoors,"{'english': 0.5027122940873614, 'universal': 0.5222398722127631}",{'english': 0.502712294087361, 0.502712294087361,0.502712294
171,danlroot,"{'english': 0.7053377817049258, 'universal': 0.6207049850511144}",{'english': 0.705337781704925, 0.705337781704925,0.705337782
172,CJPeter51935581,"{'english': 0.6414184221423734, 'universal': 0.7733457112766196}",{'english': 0.641418422142373, 0.641418422142373,0.641418422
173,Astralseeker7,"{'english': 0.7759887465100499, 'universal': 0.8064216072785402}",{'english': 0.775988746510049, 0.775988746510049,0.775988747
174,andrewhaas77,"{'english': 0.30618807248975083, 'universal': 0.31739450135566455}",{'english': 0.306188072489750, 0.306188072489750,0.306188072
175,maverick0732,"{'english': 0.4479465575931997, 'universal': 0.31739450135566455}",{'english': 0.447946557593199, 0.447946557593199,0.447946558
176,greratii,"{'english': 0.36264564124632276, 'universal': 0.49449072748283696}",{'english': 0.362645641246322, 0.362645641246322,0.362645641
177,AndrewDeikel,"{'english': 0.5539725719744064, 'universal': 0.4658392474232361}",{'english': 0.553972571974406, 0.553972571974406,0.553972572
178,aaloron70,"{'english': 0.7939576449836836, 'universal': 0.7865642668428161}",{'english': 0.793957644983683, 0.793957644983683,0.793957645
179,DougKimball14,"{'english': 0.659646495284545, 'universal': 0.6945161422354588}",{'english': 0.659646495284545, 0.659646495284545,0.659646495
180,layNthaChampdwn,"{'english': 0.6414184221423734, 'universal': 0.43650814830094437}",{'english': 0.641418422142373, 0.641418422142373,0.641418422
181,backyardconserv,"{'english': 0.3912159239072283, 'universal': 0.43650814830094437}",{'english': 0.391215923907228, 0.391215923907228,0.391215924
182,StaceyAtneosen,"{'english': 0.7668769621923945, 'universal': 0.7865642668428161}",{'english': 0.766876962192394, 0.766876962192394,0.766876962
183,patriciaewelch,"{'english': 0.6004883262510591, 'universal': 0.6207049850511144}",{'english': 0.600488326251059, 0.600488326251059,0.600488326
184,Icecoffee28,"{'english': 0.4479465575931997, 'universal': 0.5222398722127631}",{'english': 0.447946557593199, 0.447946557593199,0.447946558
185,lambert21,"{'english': 0.36264564124632276, 'universal': 0.49449072748283696}",{'english': 0.362645641246322, 0.362645641246322,0.362645641
186,Dakoda_1022,"{'english': 0.6763619064808265, 'universal': 0.5222398722127631}",{'english': 0.676361906480826, 0.676361906480826,0.676361906
187,IchCrypto,"{'english': 0.7611878625273879, 'universal': 0.6608500314332488}",{'english': 0.761187862527387, 0.761187862527387,0.761187863
188,indianfirered,"{'english': 0.8100783815308749, 'universal': 0.8052746490850863}",{'english': 0.810078381530874, 0.810078381530874,0.810078382
189,ClarissaSomeone,"{'english': 0.3912159239072283, 'universal': 0.37678996390568303}",{'english': 0.391215923907228, 0.391215923907228,0.391215924
190,1.58312E+18,,,,
191,7solarray,"{'english': 0.7717813288270262, 'universal': 0.7784494983408411}",{'english': 0.771781328827026, 0.771781328827026,0.771781329
192,gmedley66,"{'english': 0.5288664776112156, 'universal': 0.7089830786080018}",{'english': 0.528866477611215, 0.528866477611215,0.528866478
193,DJDemmerneck222,"{'english': 0.7966467093695401, 'universal': 0.8006881983123656}",{'english': 0.796646709369540, 0.796646709369540,0.796646709
194,utspillion,"{'english': 0.7952555385005927, 'universal': 0.8035432096295109}",{'english': 0.795255538500592, 0.795255538500592,0.795255539
195,tjlitke,"{'english': 0.7965971518887632, 'universal': 0.7982287282125168}",{'english': 0.796597151888763, 0.796597151888763,0.796597152
196,Terri1618,"{'english': 0.7546218700467833, 'universal': 0.760577756485164}",{'english': 0.754621870046783, 0.754621870046783,0.75462187
197,BB41888863,"{'english': 0.779581525363529, 'universal': 0.792436790569533}",{'english': 0.779581525363529, 0.779581525363529,0.779581525
198,agrignoter,"{'english': 0.3912159239072283, 'universal': 0.5742686032713971}",{'english': 0.391215923907228, 0.391215923907228,0.391215924
199,MIwolverine10,"{'english': 0.6915799517497913, 'universal': 0.5488888157824968}",{'english': 0.691579951749791, 0.691579951749791,0.691579952
200,SierraDante,"{'english': 0.779581525363529, 'universal': 0.7674214324358889}",{'english': 0.779581525363529, 0.779581525363529,0.779581525
201,patriotmom2911,"{'english': 0.8287549877594508, 'universal': 0.8288069415530707}",{'english': 0.828754987759450, 0.828754987759450,0.828754988
202,Karensense,"{'english': 0.8995513244218455, 'universal': 0.8532920387559139}",{'english': 0.899551324421845, 0.899551324421845,0.899551324
203,RonH43033714,"{'english': 0.8912318555080615, 'universal': 0.8372129323854712}",{'english': 0.891231855508061, 0.891231855508061,0.891231856
204,panderkin41,"{'english': 0.7874002196908744, 'universal': 0.8074910771589409}",{'english': 0.787400219690874, 0.787400219690874,0.78740022
205,flyinmeteor,"{'english': 0.6414184221423734, 'universal': 0.40673978557586005}",{'english': 0.641418422142373, 0.641418422142373,0.641418422
206,NCCoastalRltr,"{'english': 0.7053377817049258, 'universal': 0.7089830786080018}",{'english': 0.705337781704925, 0.705337781704925,0.705337782
